Crop,Mandi,Price,Date
Onion,Khed(Chakan),3250,09-10-2024
Onion,Sangamner,2700,09-10-2024
Onion,Jalgaon,2812,09-10-2024
Onion,Umrane,3800,09-10-2024
Onion,Satana,3975,09-10-2024
Onion,Kalvan,4000,09-10-2024
Onion,Shirur,3800,09-10-2024
Onion,Nampur,3700,09-10-2024
Onion,Pune(Khadiki),2650,09-10-2024
Potato,Akluj,3000,09-10-2024
Onion,Satara,3700,09-10-2024
Onion,Kopargaon,4000,09-10-2024
Onion,Mankamneshwar Farmar Producer CoLtd Sanchalit Mank,4076.57,09-10-2024
Onion,Bhusaval,4000,09-10-2024
Onion,Lasalgaon,4300,09-10-2024
Onion,Karjat,2500,09-10-2024
Onion,Malharshree Farmers Producer Co Ltd,3852,09-10-2024
Potato,Pune,2750,09-10-2024
Onion,Kolhapur,3000,09-10-2024
Potato,Pune(Khadiki),2200,09-10-2024
Onion,Mangal Wedha,2400,09-10-2024
Onion,Vashi New Mumbai,3600,09-10-2024
Potato,Pune(Manjri),2700,09-10-2024
Potato,Solapur,2100,09-10-2024
Potato,Kalyan,2950,09-10-2024
Potato,Nagpur,2650,09-10-2024
Potato,Jalgaon,2100,09-10-2024
Potato,Vai,3300,09-10-2024
Potato,Khed(Chakan),2850,09-10-2024
Potato,Vashi New Mumbai,2600,09-10-2024
Onion,Devala,4180,10-10-2024
Potato,Akluj,2900,10-10-2024
Potato,Rahata,2800,10-10-2024
Potato,Pune(Manjri),2600,10-10-2024
Onion,Pimpalgaon Baswant(Saykheda),4180,10-10-2024
Potato,Akola,2500,10-10-2024
Onion,Rahuri(Vambori),3500,10-10-2024
Onion,Lonand,2800,10-10-2024
Onion,Lasalgaon(Niphad),4100,10-10-2024
Onion,Lasalgaon,4200,10-10-2024
Onion,Kopargaon,2000,10-10-2024
Onion,Chandvad,4100,10-10-2024
Onion,Lasalgaon(Vinchur),4100,10-10-2024
Onion,Nagpur,2600,10-10-2024
Onion,Sangamner,3350,10-10-2024
Onion,Pune,3350,10-10-2024
Onion,Mankamneshwar Farmar Producer CoLtd Sanchalit Mank,4127.49,10-10-2024
Onion,Nasik,4100,10-10-2024
Onion,Mangal Wedha,2300,10-10-2024
Onion,Karad,4500,10-10-2024
Onion,Kamthi,4000,10-10-2024
Onion,Satara,3100,10-10-2024
Onion,Khed(Chakan),3800,10-10-2024
Onion,Jalgaon,2500,10-10-2024
Onion,Pune(Manjri),2600,10-10-2024
Onion,Chandrapur(Ganjwad),3200,10-10-2024
Onion,Akola,2500,10-10-2024
Onion,Dindori(Vani),3920,10-10-2024
Onion,Jamkhed,1950,10-10-2024
Onion,Manchar,4250,10-10-2024
Onion,Junnar(Otur),3500,10-10-2024
Onion,Nandgaon,3850,10-10-2024
Onion,Kalyan,4350,10-10-2024
Onion,Kalvan,4050,10-10-2024
Onion,Nagpur,3625,10-10-2024
Onion,Shevgaon,3650,10-10-2024
Potato,Satara,2750,10-10-2024
Onion,Shevgaon,1550,10-10-2024
Onion,Shivsiddha Govind Producer Company Limited Sanchal,4500,10-10-2024
Onion,Kopargaon,4000,10-10-2024
Potato,Jalgaon,2100,10-10-2024
Onion,Umrane,3850,10-10-2024
Onion,Yeola,3800,10-10-2024
Onion,Pune(Khadiki),2850,10-10-2024
Onion,"Sangli(Phale, Bhajipura Market)",2700,10-10-2024
Onion,Pune(Pimpri),4000,10-10-2024
Onion,Shree Rameshwar Krushi Market,2296.45,10-10-2024
Onion,Laxmi Sopan Agriculture Produce Marketing Co Ltd,1800,10-10-2024
Onion,Vita,3750,10-10-2024
Potato,Nagpur,2600,10-10-2024
Potato,Rahuri,2800,10-10-2024
Potato,Junnar(Otur),2000,10-10-2024
Potato,Bhusaval,2500,10-10-2024
Onion,Solapur,2200,10-10-2024
Potato,Vita,3000,10-10-2024
Potato,Pune(Khadiki),2200,10-10-2024
Potato,Vai,3300,10-10-2024
Potato,"Sangli(Phale, Bhajipura Market)",2100,10-10-2024
Potato,Hingna,2950,10-10-2024
Potato,Kalyan,2950,10-10-2024
Onion,Satana,4150,10-10-2024
Potato,Kamthi,3500,10-10-2024
Onion,Ahmednagar,2300,10-10-2024
Potato,Chandrapur(Ganjwad),2750,10-10-2024
Onion,Sinner,4200,10-10-2024
Onion,Nampur,4000,10-10-2024
Onion,Shevgaon,2550,10-10-2024
Potato,Pune(Moshi),2400,10-10-2024
Onion,Vai,3500,10-10-2024
Potato,Khed(Chakan),2800,10-10-2024
Onion,Vashi New Mumbai,3850,10-10-2024
Potato,Vashi New Mumbai,2700,10-10-2024
Onion,Pune(Moshi),2750,10-10-2024
Onion,Ahmednagar,3400,10-10-2024
Potato,Solapur,2050,10-10-2024
Potato,Nasik,2500,10-10-2024
Onion,Dhule,3850,10-10-2024
Onion,Hingna,4000,10-10-2024
Potato,Shrirampur,2800,10-10-2024
Potato,Pune,2750,10-10-2024
Onion,Sangamner,3205,10-10-2024
Potato,Ramtek,3500,10-10-2024
Onion,Pimpalgaon,4300,10-10-2024
Onion,Shrirampur,3550,10-10-2024
Onion,Shree Rameshwar Krushi Market,3841.64,10-10-2024
Onion,Kolhapur,3000,10-10-2024
Onion,Junnar(Narayangaon),3500,10-10-2024
Onion,Ramtek,4500,10-10-2024
Onion,Manmad,3700,10-10-2024
Onion,Kurdwadi(Modnimb),1400,10-10-2024
Onion,Jalgaon,1850,10-10-2024
Onion,Bhusaval,4000,10-10-2024
Onion,Pune(Khadiki),2550,11-10-2024
Onion,Nasik,3000,11-10-2024
Onion,Nasik,3850,11-10-2024
Onion,Bhusaval,4000,11-10-2024
Onion,Jalgaon,2750,11-10-2024
Onion,Pathardi,3000,11-10-2024
Onion,Lasalgaon(Niphad),4500,11-10-2024
Onion,Vadgaonpeth,4200,11-10-2024
Onion,Dhule,3300,11-10-2024
Onion,Yeola,3900,11-10-2024
Potato,Pune(Khadiki),2150,11-10-2024
Onion,Rahuri,2600,11-10-2024
Potato,Rahata,2600,11-10-2024
Onion,Parner,4025,11-10-2024
Onion,Jalgaon,1875,11-10-2024
Onion,Lasalgaon,3000,11-10-2024
Onion,Kolhapur,3000,11-10-2024
Onion,Devala,4250,11-10-2024
Onion,Lasalgaon,4351,11-10-2024
Onion,Kalyan,4250,11-10-2024
Onion,Kopargaon,2100,11-10-2024
Onion,Dindori(Vani),4275,11-10-2024
Onion,Sinner,4400,11-10-2024
Onion,Kalvan,4050,11-10-2024
Onion,Om Chaitanya Multistate Agro Purpose CoOp Society,3200,11-10-2024
Onion,Shirur,3800,11-10-2024
Onion,Lasalgaon(Vinchur),4200,11-10-2024
Potato,Bhusaval,2200,11-10-2024
Onion,Junnar(Narayangaon),3000,11-10-2024
Onion,Akola,2500,11-10-2024
Onion,Hingna,3750,11-10-2024
Onion,Pune(Pimpri),4000,11-10-2024
Onion,Mangal Wedha,2500,11-10-2024
Potato,Junnar(Otur),2000,11-10-2024
Onion,Laxmi Sopan Agriculture Produce Marketing Co Ltd,1500,11-10-2024
Potato,Kamthi,3500,11-10-2024
Onion,Pimpalgaon Baswant(Saykheda),4250,11-10-2024
Onion,Vashi New Mumbai,3650,11-10-2024
Potato,Nasik,2600,11-10-2024
Potato,Jalgaon,2200,11-10-2024
Onion,Sangamner,2700,11-10-2024
Onion,Sangamner,2750,11-10-2024
Onion,Junnar(Alephata),3500,11-10-2024
Onion,Amrawati(Frui & Veg. Market),4500,11-10-2024
Onion,Rahata,3550,11-10-2024
Onion,Solapur,2000,11-10-2024
Potato,Hingna,2900,11-10-2024
Onion,Akluj,2000,11-10-2024
Potato,Vai,3300,11-10-2024
Onion,Satana,4350,11-10-2024
Potato,Shrirampur,2800,11-10-2024
Onion,Pimpalgaon,4400,11-10-2024
Potato,Pune(Manjri),2600,11-10-2024
Onion,Pune(Moshi),2500,11-10-2024
Onion,Pune,3000,11-10-2024
Onion,Shevgaon,4500,11-10-2024
Onion,Khed(Chakan),3250,11-10-2024
Onion,Manmad,3900,11-10-2024
Potato,Pune,2650,11-10-2024
Potato,Amrawati(Frui & Veg. Market),1950,11-10-2024
Onion,Pune(Manjri),2600,11-10-2024
Potato,Solapur,2100,11-10-2024
Potato,Khed(Chakan),2850,11-10-2024
Onion,Karjat,2000,11-10-2024
Potato,Ahmednagar,2650,11-10-2024
Potato,Vashi New Mumbai,2600,11-10-2024
Onion,Kopargaon,4001,11-10-2024
Onion,Nampur,4000,11-10-2024
Onion,Chandvad,4160,11-10-2024
Potato,Kalyan,2450,11-10-2024
Onion,Kamthi,4000,11-10-2024
Potato,Akola,2500,11-10-2024
Onion,Umrane,4100,11-10-2024
Potato,Chandrapur(Ganjwad),2750,11-10-2024
Potato,Pune(Moshi),2150,11-10-2024
Onion,Rahuri(Vambori),3500,12-10-2024
Onion,Jamkhed,1850,12-10-2024
Onion,Junnar(Narayangaon),3000,12-10-2024
Potato,"Sangli(Phale, Bhajipura Market)",2000,12-10-2024
Onion,Lasalgaon,4200,12-10-2024
Onion,Pune(Manjri),3300,12-10-2024
Onion,Pune(Moshi),2250,12-10-2024
Potato,Satara,2750,12-10-2024
Onion,Nasik,4100,12-10-2024
Onion,Vadgaonpeth,3500,12-10-2024
Onion,Bhusaval,4000,12-10-2024
Onion,Lasalgaon(Vinchur),4000,12-10-2024
Onion,Vita,4000,12-10-2024
Onion,Pune(Khadiki),2650,12-10-2024
Onion,Khed(Chakan),3250,12-10-2024
Onion,Karjat,2000,12-10-2024
Onion,Manmad,3000,12-10-2024
Onion,Baramati,3300,12-10-2024
Onion,Pimpalgaon Baswant(Saykheda),4300,12-10-2024
Onion,Pimpalgaon,4200,12-10-2024
Onion,Manmad,3900,12-10-2024
Onion,Karad,4500,12-10-2024
Onion,Lasalgaon(Niphad),4200,12-10-2024
Potato,Nasik,2600,12-10-2024
Potato,Pune(Manjri),2400,12-10-2024
Onion,Lasalgaon(Niphad),4000,12-10-2024
Onion,Mangal Wedha,1800,12-10-2024
Onion,Newasa(Ghodegaon),3800,12-10-2024
Onion,Navapur,3682,12-10-2024
Potato,Rahuri,3100,12-10-2024
Potato,Kalyan,2450,12-10-2024
Onion,Nasik,3200,12-10-2024
Onion,Lasalgaon,3100,12-10-2024
Potato,Pune(Khadiki),2200,12-10-2024
Onion,Satara,3200,12-10-2024
Onion,Dindori(Vani),4506,12-10-2024
Potato,Pune(Moshi),2500,12-10-2024
Onion,Vai,4000,12-10-2024
Onion,Ahmednagar,3400,12-10-2024
Potato,Bhusaval,2400,12-10-2024
Onion,Amrawati(Frui & Veg. Market),3900,12-10-2024
Potato,Amrawati(Frui & Veg. Market),1900,12-10-2024
Potato,Akluj,2800,12-10-2024
Onion,Kalyan,4250,12-10-2024
Potato,Shrirampur,2800,12-10-2024
Potato,Vita,3000,12-10-2024
Onion,Ahmednagar,2300,12-10-2024
Onion,"Sangli(Phale, Bhajipura Market)",2650,12-10-2024
Potato,Khed(Chakan),2650,12-10-2024
Potato,Vai,3300,12-10-2024
Onion,Junnar(Narayangaon),3500,01-11-2024
Potato,Kamthi,3000,01-11-2024
Onion,Pune(Manjri),2600,01-11-2024
Onion,Pune(Khadiki),2700,01-11-2024
Potato,"Sangli(Phale, Bhajipura Market)",2100,01-11-2024
Potato,Nasik,2650,01-11-2024
Onion,Pune,3450,01-11-2024
Onion,Nasik,3100,01-11-2024
Potato,Pune(Khadiki),2100,01-11-2024
Potato,Pune,3000,01-11-2024
Onion,Kamthi,4000,01-11-2024
Potato,Pune(Manjri),2400,01-11-2024
Potato,Rahata,2600,01-11-2024
Onion,Mangal Wedha,2300,01-11-2024
Potato,Pune(Moshi),2250,01-11-2024
Potato,Rahuri,3000,01-11-2024
Onion,Akluj,2000,01-11-2024
Onion,Pune(Moshi),1750,01-11-2024
Onion,Nasik,4250,01-11-2024
Potato,Bhusaval,2500,01-11-2024
Potato,Akluj,2800,01-11-2024
Onion,Bhusaval,3200,02-11-2024
Onion,Amrawati(Frui & Veg. Market),3000,02-11-2024
Onion,Lasalgaon(Vinchur),4350,02-11-2024
Onion,Satara,3000,02-11-2024
Onion,Mangal Wedha,2400,02-11-2024
Potato,Pune(Manjri),2200,02-11-2024
Onion,Junnar(Narayangaon),3500,02-11-2024
Onion,Nasik,4000,02-11-2024
Potato,Bhusaval,2600,02-11-2024
Potato,Pune(Moshi),2750,02-11-2024
Onion,Pune(Khadiki),2600,02-11-2024
Potato,Junnar(Narayangaon),3000,02-11-2024
Onion,Kolhapur,2600,02-11-2024
Potato,Rahuri,2950,02-11-2024
Potato,Vashi New Mumbai,2650,02-11-2024
Onion,Nasik,4900,02-11-2024
Potato,Pune(Khadiki),2200,02-11-2024
Onion,Vashi New Mumbai,3250,02-11-2024
Onion,"Sangli(Phale, Bhajipura Market)",3000,02-11-2024
Onion,Karad,5000,02-11-2024
Potato,Satara,2500,02-11-2024
Potato,Vai,3500,02-11-2024
Onion,Pune(Pimpri),4300,02-11-2024
Onion,Jamkhed,1600,02-11-2024
Onion,Pune(Moshi),1500,02-11-2024
Potato,Rahata,2600,02-11-2024
Onion,Pune(Manjri),2600,02-11-2024
Potato,Amrawati(Frui & Veg. Market),2150,02-11-2024
Onion,Baramati,3500,02-11-2024
Potato,"Sangli(Phale, Bhajipura Market)",2100,02-11-2024
Potato,Akluj,2700,02-11-2024
Potato,Nasik,2700,02-11-2024
Onion,Pune,3450,03-11-2024
Onion,Parner,2500,03-11-2024
Onion,Nagpur,4250,03-11-2024
Onion,Pathardi,2900,03-11-2024
Onion,Pune(Khadiki),2650,03-11-2024
Onion,Amrawati(Frui & Veg. Market),2150,03-11-2024
Onion,Bhusaval,2800,03-11-2024
Onion,Karad,5000,03-11-2024
Onion,Mangal Wedha,2410,03-11-2024
Potato,Akluj,3000,03-11-2024
Onion,Nagpur,4250,03-11-2024
Potato,Nagpur,2550,03-11-2024
Potato,Rahuri,3250,03-11-2024
Onion,Pune(Manjri),2600,03-11-2024
Potato,Rahata,2600,03-11-2024
Potato,Bhusaval,2400,03-11-2024
Onion,Pune(Pimpri),3800,03-11-2024
Potato,Pune(Manjri),2400,03-11-2024
Onion,Kamthi,4000,03-11-2024
Potato,Pune,2250,03-11-2024
Potato,Kamthi,3000,03-11-2024
Potato,Pune(Khadiki),2200,03-11-2024
Onion,Junnar(Narayangaon),3000,03-11-2024
Onion,Om Chaitanya Multistate Agro Purpose CoOp Society,3100,03-11-2024
Onion,Akluj,3000,03-11-2024
Potato,Amrawati(Frui & Veg. Market),1800,03-11-2024
Onion,Shevgaon,4350,04-11-2024
Onion,"Sangli(Phale, Bhajipura Market)",2950,04-11-2024
Onion,Jalgaon,3750,04-11-2024
Onion,Ahmednagar,2600,04-11-2024
Onion,Nagpur,4375,04-11-2024
Potato,Manchar,2260,04-11-2024
Onion,Nagpur,4500,04-11-2024
Onion,Junnar(Narayangaon),3500,04-11-2024
Onion,Pune(Khadiki),2900,04-11-2024
Potato,Pune(Manjri),2400,04-11-2024
Onion,Pune(Pimpri),4850,04-11-2024
Onion,Kurdwadi(Modnimb),1200,04-11-2024
Onion,Rahuri(Vambori),4200,04-11-2024
Onion,Ahmednagar,4300,04-11-2024
Onion,Hingna,3790,04-11-2024
Onion,Satara,3000,04-11-2024
Potato,Kamthi,3000,04-11-2024
Onion,Vita,4500,04-11-2024
Onion,Kolhapur,3000,04-11-2024
Onion,Akola,2500,04-11-2024
Potato,Amrawati(Frui & Veg. Market),1900,04-11-2024
Onion,Solapur,3000,04-11-2024
Onion,Lasalgaon,3321,04-11-2024
Onion,Lasalgaon(Vinchur),4711,04-11-2024
Onion,Pune(Manjri),2600,04-11-2024
Onion,Amrawati(Frui & Veg. Market),2250,04-11-2024
Onion,Dhule,4470,04-11-2024
Onion,Jalgaon,2377,04-11-2024
Onion,Pune(Moshi),3250,04-11-2024
Onion,Vai,5500,04-11-2024
Potato,Hingna,2725,04-11-2024
Potato,Jalgaon,2100,04-11-2024
Potato,Rahuri,3250,04-11-2024
Onion,Shevgaon,2550,04-11-2024
Onion,Lasalgaon,4770,04-11-2024
Onion,Kalyan,4650,04-11-2024
Onion,Karad,5000,04-11-2024
Potato,Kalyan,2750,04-11-2024
Onion,Laxmi Sopan Agriculture Produce Marketing Co Ltd,1800,04-11-2024
Onion,Rahuri(Vambori),3200,04-11-2024
Onion,Pune,3750,04-11-2024
Potato,Akola,2400,04-11-2024
Potato,Vashi New Mumbai,2700,04-11-2024
Potato,"Sangli(Phale, Bhajipura Market)",2100,04-11-2024
Potato,Nagpur,2450,04-11-2024
Onion,Vashi New Mumbai,3700,04-11-2024
Onion,Pimpalgaon,4600,04-11-2024
Onion,Shevgaon,1250,04-11-2024
Potato,Shrirampur,2800,04-11-2024
Onion,Baramati,3600,04-11-2024
Potato,Satara,2500,04-11-2024
Potato,Pune(Moshi),2100,04-11-2024
Potato,Pune,3200,04-11-2024
Potato,Pune(Khadiki),2200,04-11-2024
Onion,Pune,4000,05-11-2024
Onion,Pune(Moshi),2750,05-11-2024
Onion,Lasalgaon,5351,05-11-2024
Onion,Vashi New Mumbai,4100,05-11-2024
Onion,Lasalgaon,4000,05-11-2024
Onion,Nagpur,4375,05-11-2024
Onion,Om Chaitanya Multistate Agro Purpose CoOp Society,3200,05-11-2024
Onion,Kalyan,5450,05-11-2024
Onion,Lasalgaon(Vinchur),5400,05-11-2024
Potato,Amrawati(Frui & Veg. Market),1850,05-11-2024
Onion,Nampur,5400,05-11-2024
Potato,Akola,2500,05-11-2024
Onion,Solapur,3100,05-11-2024
Onion,Bhusaval,3300,05-11-2024
Onion,Lasalgaon(Niphad),5200,05-11-2024
Onion,Nagpur,4500,05-11-2024
Potato,Bhusaval,2200,05-11-2024
Onion,Dhule,4470,05-11-2024
Onion,Pimpalgaon,5251,05-11-2024
Onion,Jalgaon,3777,05-11-2024
Onion,Ramtek,5500,05-11-2024
Onion,Chandvad,5230,05-11-2024
Onion,Pune(Khadiki),3000,05-11-2024
Potato,"Sangli(Phale, Bhajipura Market)",2150,05-11-2024
Onion,Akola,2500,05-11-2024
Potato,Jalgaon,2200,05-11-2024
Onion,Karad,5000,05-11-2024
Potato,Kamthi,3000,05-11-2024
Onion,Sinner,5200,05-11-2024
Potato,Khed(Chakan),3000,05-11-2024
Onion,Kopargaon,4950,05-11-2024
Onion,Junnar(Alephata),5000,05-11-2024
Onion,Akole,4900,05-11-2024
Potato,Kalyan,2650,05-11-2024
Onion,Manchar,5325,05-11-2024
Onion,Pimpalgaon Baswant(Saykheda),5000,05-11-2024
Onion,Jalgaon,2515,05-11-2024
Onion,Pune(Manjri),3700,05-11-2024
Onion,Manmad,3500,05-11-2024
Potato,Rahata,2600,05-11-2024
Potato,Pune,2800,05-11-2024
Onion,Nandgaon,4850,05-11-2024
Onion,Amrawati(Frui & Veg. Market),2400,05-11-2024
Onion,Satara,3000,05-11-2024
Potato,Nagpur,2450,05-11-2024
Onion,Shevgaon,4500,05-11-2024
Onion,Kolhapur,3000,05-11-2024
Potato,Pune(Moshi),2100,05-11-2024
Onion,Hingna,4500,05-11-2024
Onion,Nandgaon,4050,05-11-2024
Onion,Chandvad,3310,05-11-2024
Onion,Rahuri,3350,05-11-2024
Onion,Dindori(Vani),4101,05-11-2024
Potato,Vai,3500,05-11-2024
Potato,Pune(Khadiki),2000,05-11-2024
Onion,Phaltan,3250,05-11-2024
Potato,Hingna,2600,05-11-2024
Onion,Khed(Chakan),4500,05-11-2024
Onion,"Sangli(Phale, Bhajipura Market)",2950,05-11-2024
Onion,Jamkhed,2350,05-11-2024
Potato,Vashi New Mumbai,2700,05-11-2024
Onion,Manmad,4476,05-11-2024
Onion,Shirur,4100,05-11-2024
Potato,Satara,2500,05-11-2024
Potato,Rahuri,2850,05-11-2024
Potato,Ramtek,2600,05-11-2024
Potato,Ahmednagar,3050,05-11-2024
Potato,Pune(Manjri),2700,05-11-2024
Onion,Nampur,5500,06-11-2024
Onion,Shirur,4600,06-11-2024
Onion,Kopargaon,5500,06-11-2024
Onion,Lasalgaon,4000,06-11-2024
Potato,Solapur,1900,06-11-2024
Potato,Shrirampur,2800,06-11-2024
Onion,Lasalgaon(Vinchur),5501,06-11-2024
Onion,Lasalgaon(Vinchur),4000,06-11-2024
Onion,Kalyan,5500,06-11-2024
Onion,Junnar(Narayangaon),3500,06-11-2024
Potato,Jalgaon,2100,06-11-2024
Potato,Kamthi,3000,06-11-2024
Potato,Pune(Manjri),2800,06-11-2024
Onion,Pimpalgaon,5550,06-11-2024
Onion,Nandgaon,5450,06-11-2024
Onion,Kamthi,4000,06-11-2024
Onion,Mangal Wedha,3410,06-11-2024
Onion,Pimpalgaon,3500,06-11-2024
Onion,Chandvad,3300,06-11-2024
Onion,Lasalgaon(Niphad),5600,06-11-2024
Onion,Shivsiddha Govind Producer Company Limited Sanchal,5900,06-11-2024
Onion,Lasalgaon,5400,06-11-2024
Onion,Manmad,4800,06-11-2024
Onion,Baramati,4500,06-11-2024
Onion,Sinner,6000,06-11-2024
Onion,Karjat,2200,06-11-2024
Onion,Ramtek,5500,06-11-2024
Potato,Junnar(Narayangaon),2500,06-11-2024
Potato,Akluj,3000,06-11-2024
Potato,Bhusaval,2200,06-11-2024
Onion,Shree Sairaj Krushi Market,3605,06-11-2024
Onion,Jalgaon,2562,06-11-2024
Potato,Satara,2500,06-11-2024
Potato,Pune(Khadiki),2000,06-11-2024
Onion,Umrane,5400,06-11-2024
Onion,Amrawati(Frui & Veg. Market),2250,06-11-2024
Onion,Pune(Khadiki),3250,06-11-2024
Onion,Akola,3400,06-11-2024
Onion,Solapur,3000,06-11-2024
Onion,Umrane,4500,06-11-2024
Potato,Rahuri,2950,06-11-2024
Onion,Pune,3700,06-11-2024
Onion,Pune(Pimpri),4700,06-11-2024
Onion,Newasa(Ghodegaon),3800,06-11-2024
Onion,Manmad,3500,06-11-2024
Potato,Amrawati(Frui & Veg. Market),1900,06-11-2024
Onion,Pimpalgaon Baswant(Saykheda),5600,06-11-2024
Onion,Jalgaon,3750,06-11-2024
Onion,"Sangli(Phale, Bhajipura Market)",3500,06-11-2024
Onion,Jalgaon,1277,06-11-2024
Onion,Satara,3000,06-11-2024
Onion,Kolhapur,3000,06-11-2024
Potato,Hingna,2600,06-11-2024
Onion,Akluj,2500,06-11-2024
Potato,Kalyan,2650,06-11-2024
Onion,Pune(Manjri),3500,06-11-2024
Onion,Chandvad,5300,06-11-2024
Potato,Pune,3300,06-11-2024
Potato,Akola,2500,06-11-2024
Onion,Bhusaval,3500,06-11-2024
Onion,Newasa(Ghodegaon),5500,06-11-2024
Potato,"Sangli(Phale, Bhajipura Market)",2100,06-11-2024
Potato,Rahata,2000,06-11-2024
Onion,Nandgaon,3650,06-11-2024
Potato,Ramtek,2500,06-11-2024
Onion,Lasalgaon,5800,07-11-2024
Potato,Ramtek,2400,07-11-2024
Onion,Parner,5500,07-11-2024
Onion,Malharshree Farmers Producer Co Ltd,5125,07-11-2024
Onion,Vashi New Mumbai,4500,07-11-2024
Onion,Yeola,5700,07-11-2024
Onion,Junnar(Otur),5500,07-11-2024
Onion,Ahmednagar,4500,07-11-2024
Potato,Junnar(Otur),2000,07-11-2024
Onion,Ramtek,5500,07-11-2024
Onion,Laxmi Sopan Agriculture Produce Marketing Co Ltd,2100,07-11-2024
Onion,Hingna,3750,07-11-2024
Onion,Akola,3500,07-11-2024
Potato,Nagpur,2450,07-11-2024
Potato,Pune,3350,07-11-2024
Onion,Solapur,2900,07-11-2024
Onion,Manmad,4000,07-11-2024
Potato,Akluj,3000,07-11-2024
Onion,Jalgaon,2700,07-11-2024
Potato,Bhusaval,2200,07-11-2024
Potato,Pune(Moshi),2150,07-11-2024
Onion,Kolhapur,3200,07-11-2024
Onion,Sangamner,4050,07-11-2024
Onion,Devala,3600,07-11-2024
Onion,Akole,5100,07-11-2024
Onion,Pune(Pimpri),6400,07-11-2024
Onion,Umrane,5700,07-11-2024
Potato,Kamthi,3000,07-11-2024
Onion,Lasalgaon(Niphad),5800,07-11-2024
Onion,Pimpalgaon,4100,07-11-2024
Onion,Lasalgaon(Vinchur),5600,07-11-2024
Onion,Jamkhed,2800,07-11-2024
Onion,Chandvad,5680,07-11-2024
Potato,Kalyan,2750,07-11-2024
Onion,Jalgaon,3000,07-11-2024
Potato,Solapur,2000,07-11-2024
Potato,Akola,2500,07-11-2024
Potato,Satara,2850,07-11-2024
Potato,Junnar,3100,07-11-2024
Onion,Manchar,5785,07-11-2024
Onion,Ahmednagar,3500,07-11-2024
Onion,Sangamner,3750,07-11-2024
Onion,Umrane,4500,07-11-2024
Onion,Dindori(Vani),5701,07-11-2024
Onion,Devala,5800,07-11-2024
Onion,Chandvad,3500,07-11-2024
Onion,"Sangli(Phale, Bhajipura Market)",3600,07-11-2024
Onion,Junnar,6500,07-11-2024
Potato,Khed(Chakan),3100,07-11-2024
Onion,Parner,3500,07-11-2024
Onion,Bhusaval,3300,07-11-2024
Onion,Manmad,5280,07-11-2024
Onion,Shevgaon,4650,07-11-2024
Onion,Satara,4200,07-11-2024
Onion,Shevgaon,3250,07-11-2024
Onion,Shevgaon,1550,07-11-2024
Onion,Kalyan,6350,07-11-2024
Onion,Vita,5000,07-11-2024
Potato,"Sangli(Phale, Bhajipura Market)",2150,07-11-2024
Onion,Kopargaon,5500,07-11-2024
Potato,Ahmednagar,2350,07-11-2024
Onion,Kalvan,5800,07-11-2024
Onion,Kopargaon,3000,07-11-2024
Onion,Rahuri(Vambori),3500,07-11-2024
Potato,Rahuri,2850,07-11-2024
Onion,Pimpalgaon,5800,07-11-2024
Onion,Pune,4500,07-11-2024
Onion,Pune(Moshi),3500,07-11-2024
Onion,Kurdwadi(Modnimb),2300,07-11-2024
Onion,Kamthi,4000,07-11-2024
Onion,Nagpur,4375,07-11-2024
Onion,Pune(Manjri),3500,07-11-2024
Onion,Nagpur,4500,07-11-2024
Onion,Khed(Chakan),4500,07-11-2024
Onion,Lasalgaon(Vinchur),4000,07-11-2024
Onion,Lasalgaon,4151,07-11-2024
Onion,Nandgaon,5350,07-11-2024
Onion,Karad,5000,07-11-2024
Potato,Pune(Manjri),3000,07-11-2024
Potato,Jalgaon,2000,07-11-2024
Onion,Dhule,4750,07-11-2024
Potato,Shrirampur,2800,07-11-2024
Potato,Vashi New Mumbai,2700,07-11-2024
Onion,Sinner,5800,07-11-2024
Onion,Lonand,3000,07-11-2024
Onion,Satana,6005,07-11-2024
Onion,Mangal Wedha,3400,07-11-2024
Onion,Pimpalgaon Baswant(Saykheda),5700,07-11-2024
Onion,Rahuri(Vambori),4500,07-11-2024
Onion,Shivsiddha Govind Producer Company Limited Sanchal,6005,07-11-2024
Onion,Nandgaon,3050,07-11-2024
Potato,Vita,3000,07-11-2024
Potato,Vai,3500,07-11-2024
Potato,Hingna,2600,07-11-2024
Potato,Rahata,2600,07-11-2024
Onion,Shevgaon,5500,08-11-2024
Potato,Rahata,2500,08-11-2024
Onion,Kopargaon,5450,08-11-2024
Onion,Sinner,5950,08-11-2024
Onion,Om Chaitanya Multistate Agro Purpose CoOp Society,3800,08-11-2024
Onion,Lasalgaon,5600,08-11-2024
Onion,Karjat,1800,08-11-2024
Onion,Pune,4250,08-11-2024
Onion,Manmad,4000,08-11-2024
Onion,Hingna,4000,08-11-2024
Potato,Akola,2500,08-11-2024
Potato,Pune(Manjri),2900,08-11-2024
Onion,Pune(Manjri),3500,08-11-2024
Onion,Solapur,2600,08-11-2024
Onion,Kopargaon,3300,08-11-2024
Onion,Umrane,4900,08-11-2024
Onion,Rahuri,3600,08-11-2024
Onion,Devala,5700,08-11-2024
Onion,Kalyan,6250,08-11-2024
Onion,Devala,3650,08-11-2024
Potato,Kalyan,2900,08-11-2024
Onion,"Sangli(Phale, Bhajipura Market)",4000,08-11-2024
Onion,Chandvad,6000,08-11-2024
